,Artist,Title,Year,Writers,Spotify id,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
56,50 Cent,In Da Club,2003,"Andre R. Young, Curtis Jackson, Mike Elizondo",4RY96Asd9IefaL3X4LOLZ8,74,0.902,0.72,6,-2.776,0,0.347,0.26,0.0,0.0749,0.805,90.059,audio_features,4RY96Asd9IefaL3X4LOLZ8,spotify:track:4RY96Asd9IefaL3X4LOLZ8,https://api.spotify.com/v1/tracks/4RY96Asd9IefaL3X4LOLZ8,https://api.spotify.com/v1/audio-analysis/4RY96Asd9IefaL3X4LOLZ8,193467,4
57,Fall Out Boy,"Sugar, We’re Goin Down",2005,"Andy Hurley, Joe Trohman, Patrick Stump, Pete Wentz",2TfSHkHiFO4gRztVIkggkE,80,0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,audio_features,2TfSHkHiFO4gRztVIkggkE,spotify:track:2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/tracks/2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/audio-analysis/2TfSHkHiFO4gRztVIkggkE,229093,4
58,Motörhead,Ace of Spades,1980,"Eddie Clarke, Ian Kilmister, Phil Taylor",6EPRKhUOdiFSQwGBRBbvsZ,75,0.329,0.974,3,-8.77,0,0.135,0.000852,0.000118,0.0904,0.234,140.862,audio_features,6EPRKhUOdiFSQwGBRBbvsZ,spotify:track:6EPRKhUOdiFSQwGBRBbvsZ,https://api.spotify.com/v1/tracks/6EPRKhUOdiFSQwGBRBbvsZ,https://api.spotify.com/v1/audio-analysis/6EPRKhUOdiFSQwGBRBbvsZ,166920,4
59,Miranda Lambert,The House That Built Me,2010,"Allen Shamblin, Tom Douglas",02eD9ymfJOJOhM97HYp5R9,68,0.525,0.3,5,-8.005,1,0.0286,0.578,8.3e-06,0.116,0.206,80.993,audio_features,02eD9ymfJOJOhM97HYp5R9,spotify:track:02eD9ymfJOJOhM97HYp5R9,https://api.spotify.com/v1/tracks/02eD9ymfJOJOhM97HYp5R9,https://api.spotify.com/v1/audio-analysis/02eD9ymfJOJOhM97HYp5R9,236627,4
60,Alicia Keys,If I Ain't Got You,2003,Alicia Keys,3XVBdLihbNbxUwZosxcGuJ,82,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402,audio_features,3XVBdLihbNbxUwZosxcGuJ,spotify:track:3XVBdLihbNbxUwZosxcGuJ,https://api.spotify.com/v1/tracks/3XVBdLihbNbxUwZosxcGuJ,https://api.spotify.com/v1/audio-analysis/3XVBdLihbNbxUwZosxcGuJ,228707,3
61,Celia Cruz,La Vida Es un Carnaval,1998,Victor Daniel,1BwrMGGhPA6GarWIYaFrW8,70,0.813,0.701,0,-6.508,0,0.0701,0.489,0.00116,0.294,0.855,104.019,audio_features,1BwrMGGhPA6GarWIYaFrW8,spotify:track:1BwrMGGhPA6GarWIYaFrW8,https://api.spotify.com/v1/tracks/1BwrMGGhPA6GarWIYaFrW8,https://api.spotify.com/v1/audio-analysis/1BwrMGGhPA6GarWIYaFrW8,278867,4
62,Megan Thee Stallion feat. Beyoncé,Savage (Remix),2020,"Megan Pete, Anthony White, Beyoncé Knowles, Bobby Session Jr., Terius Nash, Brittany Starrah Hazzard, Derrick Milano, Jorden Kyle Lanier Thorpe, Shaun Carter, ",5v4GgrXPMghOnBBLmveLac,72,0.822,0.743,10,-4.772,0,0.28,0.016,0.0,0.127,0.636,84.459,audio_features,5v4GgrXPMghOnBBLmveLac,spotify:track:5v4GgrXPMghOnBBLmveLac,https://api.spotify.com/v1/tracks/5v4GgrXPMghOnBBLmveLac,https://api.spotify.com/v1/audio-analysis/5v4GgrXPMghOnBBLmveLac,242001,4
63,Lucinda Williams,Passionate Kisses,1988,Lucinda Williams,4kbkYebCqM0JGHVWrbRU0u,38,0.646,0.658,4,-6.429,1,0.0269,0.0537,0.0,0.0919,0.557,138.774,audio_features,4kbkYebCqM0JGHVWrbRU0u,spotify:track:4kbkYebCqM0JGHVWrbRU0u,https://api.spotify.com/v1/tracks/4kbkYebCqM0JGHVWrbRU0u,https://api.spotify.com/v1/audio-analysis/4kbkYebCqM0JGHVWrbRU0u,158280,4
64,Carly Rae Jepsen,Call Me Maybe,2012,"Carly Rae Jepsen, Josh Ramsay, Tavish Crowe",3TGRqZ0a2l1LRblBkJoaDx,73,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,audio_features,3TGRqZ0a2l1LRblBkJoaDx,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,https://api.spotify.com/v1/tracks/3TGRqZ0a2l1LRblBkJoaDx,https://api.spotify.com/v1/audio-analysis/3TGRqZ0a2l1LRblBkJoaDx,193400,4
65,Rush,Limelight,1981,"Alex Lifeson, Geddy Lee, Neil Peart",0K6yUnIKNsFtfIpTgGtcHm,66,0.581,0.854,1,-8.485,0,0.0428,0.00197,0.0013,0.111,0.788,131.18,audio_features,0K6yUnIKNsFtfIpTgGtcHm,spotify:track:0K6yUnIKNsFtfIpTgGtcHm,https://api.spotify.com/v1/tracks/0K6yUnIKNsFtfIpTgGtcHm,https://api.spotify.com/v1/audio-analysis/0K6yUnIKNsFtfIpTgGtcHm,259840,4
66,Ramones,Sheena Is a Punk Rocker,1977,"Dee Dee Ramone, Joey Ramone, Johnny Ramone, Tommy Ramone",61MZN0yyMWSEwrLPUUGfgJ,61,0.42,0.965,0,-1.986,1,0.0403,0.0981,0.000335,0.0784,0.846,176.243,audio_features,61MZN0yyMWSEwrLPUUGfgJ,spotify:track:61MZN0yyMWSEwrLPUUGfgJ,https://api.spotify.com/v1/tracks/61MZN0yyMWSEwrLPUUGfgJ,https://api.spotify.com/v1/audio-analysis/61MZN0yyMWSEwrLPUUGfgJ,169920,4
67,Pet Shop Boys,West End Girls,1984,"Chris Lowe, Neil Tennant",2yzPBlE5UXK2sqvnNM9QQ0,70,0.651,0.949,4,-6.566,0,0.0403,0.00737,0.125,0.286,0.61,113.257,audio_features,2yzPBlE5UXK2sqvnNM9QQ0,spotify:track:2yzPBlE5UXK2sqvnNM9QQ0,https://api.spotify.com/v1/tracks/2yzPBlE5UXK2sqvnNM9QQ0,https://api.spotify.com/v1/audio-analysis/2yzPBlE5UXK2sqvnNM9QQ0,285733,4
68,Eddie Cochran,Summertime Blues,1958,"Eddie Cochran, Jerry Capehart",3oAWTk92mZBxKBOKf8mR5v,65,0.714,0.886,11,-8.629,0,0.0554,0.116,0.184,0.18,0.954,156.351,audio_features,3oAWTk92mZBxKBOKf8mR5v,spotify:track:3oAWTk92mZBxKBOKf8mR5v,https://api.spotify.com/v1/tracks/3oAWTk92mZBxKBOKf8mR5v,https://api.spotify.com/v1/audio-analysis/3oAWTk92mZBxKBOKf8mR5v,119360,4
69,Prince,Adore,1987,Prince,7tyckyaQOzlsTjnujLinRt,48,0.717,0.435,7,-11.57,1,0.07,0.46,6.39e-05,0.289,0.775,129.235,audio_features,7tyckyaQOzlsTjnujLinRt,spotify:track:7tyckyaQOzlsTjnujLinRt,https://api.spotify.com/v1/tracks/7tyckyaQOzlsTjnujLinRt,https://api.spotify.com/v1/audio-analysis/7tyckyaQOzlsTjnujLinRt,394864,4
70,Pete Rock and CL Smooth,They Reminisce Over You,1992,"Maxwell Dixon, Peter Phillips",2Mb3zpobD0CvJGWv6NpsPy,64,0.761,0.683,2,-10.889,1,0.164,0.141,0.0,0.342,0.671,101.787,audio_features,2Mb3zpobD0CvJGWv6NpsPy,spotify:track:2Mb3zpobD0CvJGWv6NpsPy,https://api.spotify.com/v1/tracks/2Mb3zpobD0CvJGWv6NpsPy,https://api.spotify.com/v1/audio-analysis/2Mb3zpobD0CvJGWv6NpsPy,286693,4
71,Queen and David Bowie,Under Pressure,1981,"Brian May, David Bowie, Freddie Mercury, John Deacon, Roger Taylor",11IzgLRXV7Cgek3tEgGgjw,72,0.671,0.711,2,-7.813,1,0.0478,0.422,0.0,0.104,0.466,113.809,audio_features,11IzgLRXV7Cgek3tEgGgjw,spotify:track:11IzgLRXV7Cgek3tEgGgjw,https://api.spotify.com/v1/tracks/11IzgLRXV7Cgek3tEgGgjw,https://api.spotify.com/v1/audio-analysis/11IzgLRXV7Cgek3tEgGgjw,248440,4
72,Harry Styles,Sign of the Times,2017,"Alex Salibian, Harry Styles, Mitch Rowland, Ryan Nasci, Tyler Johnson, Jeff Bhasker",5Ohxk2dO5COHF1krpoPigN,83,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,audio_features,5Ohxk2dO5COHF1krpoPigN,spotify:track:5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/tracks/5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/audio-analysis/5Ohxk2dO5COHF1krpoPigN,340707,4
73,Sugar Hill Gang,Rapper's Delight,1979,"Bernard Edwards, Gregory Rodgers, Nile Rodgers, The Sugarhill Gang",1CtvmX33OzZakoFD2eEQPz,32,0.587,0.839,1,-4.879,0,0.229,0.151,0.0,0.68,0.642,101.895,audio_features,1CtvmX33OzZakoFD2eEQPz,spotify:track:1CtvmX33OzZakoFD2eEQPz,https://api.spotify.com/v1/tracks/1CtvmX33OzZakoFD2eEQPz,https://api.spotify.com/v1/audio-analysis/1CtvmX33OzZakoFD2eEQPz,147440,4
74,Nicki Minaj,Super Bass,2010,"Daniel Johnson, Esther Renay Dean, Jeremy Coleman, Onika Maraj, Roahn Hylton, Ester Dean",3hlksXnvbKogFdPbpO9vel,81,0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,audio_features,3hlksXnvbKogFdPbpO9vel,spotify:track:3hlksXnvbKogFdPbpO9vel,https://api.spotify.com/v1/tracks/3hlksXnvbKogFdPbpO9vel,https://api.spotify.com/v1/audio-analysis/3hlksXnvbKogFdPbpO9vel,200013,4
75,Muddy Waters,Mannish Boy,1955,"Ellas McDaniel, McKinley Morganfield, Melvin London",58PSYdY0GFg0LFb2PxYk4T,65,0.598,0.735,2,-10.882,1,0.0973,0.44,0.000215,0.681,0.615,111.129,audio_features,58PSYdY0GFg0LFb2PxYk4T,spotify:track:58PSYdY0GFg0LFb2PxYk4T,https://api.spotify.com/v1/tracks/58PSYdY0GFg0LFb2PxYk4T,https://api.spotify.com/v1/audio-analysis/58PSYdY0GFg0LFb2PxYk4T,321133,3
76,Blackstreet feat. Dr. Dre and Queen Pen,No Diggity,1996,"Bill Withers, Chauncey Hannibal, Edward Theodore Riley, Lynise Walters, Richard Vick, William Stewart",6MdqqkQ8sSC0WB4i8PyRuQ,78,0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,audio_features,6MdqqkQ8sSC0WB4i8PyRuQ,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,https://api.spotify.com/v1/tracks/6MdqqkQ8sSC0WB4i8PyRuQ,https://api.spotify.com/v1/audio-analysis/6MdqqkQ8sSC0WB4i8PyRuQ,304600,4
77,Fiona Apple,Criminal,1996,Fiona Apple,6PNvv1dmDbOWrAYwEcuKBX,64,0.595,0.804,7,-7.911,0,0.0326,0.0129,1.97e-05,0.299,0.586,89.846,audio_features,6PNvv1dmDbOWrAYwEcuKBX,spotify:track:6PNvv1dmDbOWrAYwEcuKBX,https://api.spotify.com/v1/tracks/6PNvv1dmDbOWrAYwEcuKBX,https://api.spotify.com/v1/audio-analysis/6PNvv1dmDbOWrAYwEcuKBX,341533,4
78,"Craig Mack feat. Notorious B.I.G., LL Cool J, Busta Rhymes, Rampage",Flava in Ya Ear (Remix),1994,"Craig Mack, Roger Nichols, Paul Williams",4JYUDRtPZuVNi7FAnbHyux,60,0.52,0.847,9,-5.3,1,0.427,0.272,0.0,0.325,0.799,177.371,audio_features,4JYUDRtPZuVNi7FAnbHyux,spotify:track:4JYUDRtPZuVNi7FAnbHyux,https://api.spotify.com/v1/tracks/4JYUDRtPZuVNi7FAnbHyux,https://api.spotify.com/v1/audio-analysis/4JYUDRtPZuVNi7FAnbHyux,302013,4
79,The Smiths,How Soon Is Now?,1984,"Johnny Marr,  Morrissey",1YrnDTqvcnUKxAIeXyaEmU,71,0.398,0.93,11,-6.76,1,0.0615,0.000854,0.121,0.0874,0.725,190.818,audio_features,1YrnDTqvcnUKxAIeXyaEmU,spotify:track:1YrnDTqvcnUKxAIeXyaEmU,https://api.spotify.com/v1/tracks/1YrnDTqvcnUKxAIeXyaEmU,https://api.spotify.com/v1/audio-analysis/1YrnDTqvcnUKxAIeXyaEmU,408173,4
80,The Mamas and the Papas,California Dreamin' ,1965,"John Phillips, Michelle Phillips",4s6LhHAV5SEsOV0lC2tjvJ,78,0.552,0.608,1,-9.786,0,0.0345,0.352,0.0,0.0533,0.637,112.367,audio_features,4s6LhHAV5SEsOV0lC2tjvJ,spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,https://api.spotify.com/v1/tracks/4s6LhHAV5SEsOV0lC2tjvJ,https://api.spotify.com/v1/audio-analysis/4s6LhHAV5SEsOV0lC2tjvJ,162373,4
81,Mariah Carey,Fantasy,1995,"Adrian Belew, Christopher Frantz, Dave Hall, Mariah Carey, Steven Stanley, Tina Weymouth",6xkryXuiZU360Lngd4sx13,76,0.669,0.727,7,-7.588,1,0.0353,0.139,0.0,0.123,0.807,102.322,audio_features,6xkryXuiZU360Lngd4sx13,spotify:track:6xkryXuiZU360Lngd4sx13,https://api.spotify.com/v1/tracks/6xkryXuiZU360Lngd4sx13,https://api.spotify.com/v1/audio-analysis/6xkryXuiZU360Lngd4sx13,243493,4
82,Booker T. and the MGs,Green Onions,1962,"Al Jackson Jr., Booker T. Jones, Lewie Steinberg, Steve Cropper",4fQMGlCawbTkH9yPPZ49kP,71,0.816,0.514,10,-8.741,1,0.0339,0.767,0.949,0.0899,0.912,136.837,audio_features,4fQMGlCawbTkH9yPPZ49kP,spotify:track:4fQMGlCawbTkH9yPPZ49kP,https://api.spotify.com/v1/tracks/4fQMGlCawbTkH9yPPZ49kP,https://api.spotify.com/v1/audio-analysis/4fQMGlCawbTkH9yPPZ49kP,176333,4
83,Mark Ronson feat. Bruno Mars,Uptown Funk,2015,"Charles Wilson, Devon Gallaspy, Jeff Bhasker, Lonnie Simmons, Nicholaus Williams, Peter Hernandez, Philip Lawrence, Robert Wilson, Ronnie Wilson, Rudolph Taylor",32OlwWuMpZ6b0aN2RZOeMS,84,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,audio_features,32OlwWuMpZ6b0aN2RZOeMS,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,269667,4
84,Pearl Jam,Alive,1991,"Stone Gossard, Eddie Vedder",1L94M3KIu7QluZe63g64rv,78,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,audio_features,1L94M3KIu7QluZe63g64rv,spotify:track:1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/tracks/1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/audio-analysis/1L94M3KIu7QluZe63g64rv,340907,4
85,Depeche Mode,Enjoy the Silence,1990,Martin Gore,1YwNlWLf8auhazSQUDQLFU,69,0.641,0.812,0,-7.945,0,0.0293,0.155,4.43e-05,0.078,0.822,112.777,audio_features,1YwNlWLf8auhazSQUDQLFU,spotify:track:1YwNlWLf8auhazSQUDQLFU,https://api.spotify.com/v1/tracks/1YwNlWLf8auhazSQUDQLFU,https://api.spotify.com/v1/audio-analysis/1YwNlWLf8auhazSQUDQLFU,257333,4
86,Blondie,Dreaming,1979,"Debbie Harry, Jimmy Destri",2Rn7bVL1FVYboc4c55RUdg,48,0.299,0.92,2,-3.377,1,0.0552,0.0048,0.00022,0.122,0.675,160.449,audio_features,2Rn7bVL1FVYboc4c55RUdg,spotify:track:2Rn7bVL1FVYboc4c55RUdg,https://api.spotify.com/v1/tracks/2Rn7bVL1FVYboc4c55RUdg,https://api.spotify.com/v1/audio-analysis/2Rn7bVL1FVYboc4c55RUdg,188494,4
87,Them,Gloria,1965,Van Morrison,1DKyFVzIh1oa1fFnEmTkIl,66,0.641,0.703,9,-10.434,1,0.0518,0.397,0.00546,0.104,0.722,129.118,audio_features,1DKyFVzIh1oa1fFnEmTkIl,spotify:track:1DKyFVzIh1oa1fFnEmTkIl,https://api.spotify.com/v1/tracks/1DKyFVzIh1oa1fFnEmTkIl,https://api.spotify.com/v1/audio-analysis/1DKyFVzIh1oa1fFnEmTkIl,156800,4
88,Neneh Cherry,Buffalo Stance,1988,"Cameron McVey, Jamie Morgan, Neneh Cherry, Phil Ramacon",3XWgwgbWDI56mf1Wl3cLzb,57,0.708,0.627,1,-11.155,1,0.0614,0.0113,3.13e-05,0.338,0.764,107.246,audio_features,3XWgwgbWDI56mf1Wl3cLzb,spotify:track:3XWgwgbWDI56mf1Wl3cLzb,https://api.spotify.com/v1/tracks/3XWgwgbWDI56mf1Wl3cLzb,https://api.spotify.com/v1/audio-analysis/3XWgwgbWDI56mf1Wl3cLzb,342360,4
89,Wilco,Heavy Metal Drummer,2002,Jeff Tweedy,4xmeLj3uVcoAwgDtwM4MbG,57,0.661,0.66,7,-9.061,1,0.0373,0.0257,0.00977,0.256,0.814,120.617,audio_features,4xmeLj3uVcoAwgDtwM4MbG,spotify:track:4xmeLj3uVcoAwgDtwM4MbG,https://api.spotify.com/v1/tracks/4xmeLj3uVcoAwgDtwM4MbG,https://api.spotify.com/v1/audio-analysis/4xmeLj3uVcoAwgDtwM4MbG,188840,4
90,Allman Brothers Band,Whipping Post,1969,Gregg Allman,701oRFDRzsz3WdhCFOtUJj,57,0.315,0.64,4,-9.256,0,0.0339,0.329,0.341,0.0879,0.583,97.968,audio_features,701oRFDRzsz3WdhCFOtUJj,spotify:track:701oRFDRzsz3WdhCFOtUJj,https://api.spotify.com/v1/tracks/701oRFDRzsz3WdhCFOtUJj,https://api.spotify.com/v1/audio-analysis/701oRFDRzsz3WdhCFOtUJj,317438,4
91,Foo Fighters,Everlong,1997,Dave Grohl,5UWwZ5lm5PKu6eKsHAGxOk,81,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,audio_features,5UWwZ5lm5PKu6eKsHAGxOk,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/audio-analysis/5UWwZ5lm5PKu6eKsHAGxOk,250547,4
92,Cat Stevens/Yusuf,Father and Son,1970,Cat Stevens/Yusuf,476V2d6iA2tWXgQboKmTtA,75,0.495,0.326,7,-12.29,1,0.0365,0.541,8.85e-05,0.0996,0.371,136.243,audio_features,476V2d6iA2tWXgQboKmTtA,spotify:track:476V2d6iA2tWXgQboKmTtA,https://api.spotify.com/v1/tracks/476V2d6iA2tWXgQboKmTtA,https://api.spotify.com/v1/audio-analysis/476V2d6iA2tWXgQboKmTtA,221120,4
93,Lynyrd Skynyrd,Free Bird,1973,"Allen Collins, Ronnie Van Zant",5EWPGh7jbTNO2wakv8LjUI,76,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,audio_features,5EWPGh7jbTNO2wakv8LjUI,spotify:track:5EWPGh7jbTNO2wakv8LjUI,https://api.spotify.com/v1/tracks/5EWPGh7jbTNO2wakv8LjUI,https://api.spotify.com/v1/audio-analysis/5EWPGh7jbTNO2wakv8LjUI,547107,4
94,Run-DMC,Sucker MC's,1984,"Darryl McDaniels, Joseph Ward Simmons, Lawrence Smith",0tnJv1orON6oD4dhA9g0ji,18,0.444,0.944,4,-7.001,0,0.316,0.108,0.0,0.947,0.375,103.303,audio_features,0tnJv1orON6oD4dhA9g0ji,spotify:track:0tnJv1orON6oD4dhA9g0ji,https://api.spotify.com/v1/tracks/0tnJv1orON6oD4dhA9g0ji,https://api.spotify.com/v1/audio-analysis/0tnJv1orON6oD4dhA9g0ji,314520,4
95,Selena,Amor Prohibido,1994,"A.B. Quintanilla III, Pete Astudillo, Selena",1kCewNSs909Xj1naXr36X8,74,0.681,0.504,7,-11.099,1,0.0284,0.669,0.0,0.142,0.705,89.994,audio_features,1kCewNSs909Xj1naXr36X8,spotify:track:1kCewNSs909Xj1naXr36X8,https://api.spotify.com/v1/tracks/1kCewNSs909Xj1naXr36X8,https://api.spotify.com/v1/audio-analysis/1kCewNSs909Xj1naXr36X8,172627,4
96,Kiss,Rock and Roll All Nite,1975,"Gene Simmons, Paul Stanley",6KTv0Z8BmVqM7DPxbGzpVC,76,0.654,0.929,1,-5.906,1,0.0998,0.0468,0.0,0.0539,0.902,144.774,audio_features,6KTv0Z8BmVqM7DPxbGzpVC,spotify:track:6KTv0Z8BmVqM7DPxbGzpVC,https://api.spotify.com/v1/tracks/6KTv0Z8BmVqM7DPxbGzpVC,https://api.spotify.com/v1/audio-analysis/6KTv0Z8BmVqM7DPxbGzpVC,168840,4
97,Rufus and Chaka Khan,Ain’t Nobody,1983,David Wolinski,5Sjpc5tltfU8JDa0SKDlN0,16,0.739,0.64,2,-5.821,0,0.0381,0.0111,3.14e-05,0.0954,0.382,117.979,audio_features,5Sjpc5tltfU8JDa0SKDlN0,spotify:track:5Sjpc5tltfU8JDa0SKDlN0,https://api.spotify.com/v1/tracks/5Sjpc5tltfU8JDa0SKDlN0,https://api.spotify.com/v1/audio-analysis/5Sjpc5tltfU8JDa0SKDlN0,241502,4
98,Bill Withers,Lovely Day,1977,"Bill Withers, Skip Scarborough",0bRXwKfigvpKZUurwqAlEh,77,0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,audio_features,0bRXwKfigvpKZUurwqAlEh,spotify:track:0bRXwKfigvpKZUurwqAlEh,https://api.spotify.com/v1/tracks/0bRXwKfigvpKZUurwqAlEh,https://api.spotify.com/v1/audio-analysis/0bRXwKfigvpKZUurwqAlEh,254560,4
99,Fleetwood Mac,Go Your Own Way,1977,Lindsey Buckingham,4xh7W7tlNMIczFhupCPniY,72,0.586,0.941,5,-5.139,1,0.0375,0.0167,0.000776,0.068,0.831,135.448,audio_features,4xh7W7tlNMIczFhupCPniY,spotify:track:4xh7W7tlNMIczFhupCPniY,https://api.spotify.com/v1/tracks/4xh7W7tlNMIczFhupCPniY,https://api.spotify.com/v1/audio-analysis/4xh7W7tlNMIczFhupCPniY,223613,4
100,David Bowie,Station to Station,1976,David Bowie,7cehkXeGO0t8HosgO42tHl,50,0.47,0.728,7,-12.031,1,0.0942,0.117,0.000886,0.0426,0.641,121.346,audio_features,7cehkXeGO0t8HosgO42tHl,spotify:track:7cehkXeGO0t8HosgO42tHl,https://api.spotify.com/v1/tracks/7cehkXeGO0t8HosgO42tHl,https://api.spotify.com/v1/audio-analysis/7cehkXeGO0t8HosgO42tHl,617720,4
101,Sylvester,You Make Me Feel (Mighty Real),1978,"Sylvester, James Wirrick",0RnCUYXa7jhgTXtiMXF2PQ,64,0.629,0.851,5,-11.182,0,0.0294,0.0309,0.303,0.0947,0.961,130.7,audio_features,0RnCUYXa7jhgTXtiMXF2PQ,spotify:track:0RnCUYXa7jhgTXtiMXF2PQ,https://api.spotify.com/v1/tracks/0RnCUYXa7jhgTXtiMXF2PQ,https://api.spotify.com/v1/audio-analysis/0RnCUYXa7jhgTXtiMXF2PQ,400116,4
102,Duran Duran,Hungry Like the Wolf,1982,"Andy Taylor, John Taylor, Nick Rhodes, Roger Taylor, Simon Le Bon",39lSeqnyjZJejRuaREfyLL,74,0.691,0.812,0,-7.772,1,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,audio_features,39lSeqnyjZJejRuaREfyLL,spotify:track:39lSeqnyjZJejRuaREfyLL,https://api.spotify.com/v1/tracks/39lSeqnyjZJejRuaREfyLL,https://api.spotify.com/v1/audio-analysis/39lSeqnyjZJejRuaREfyLL,220627,4
103,Public Enemy,Bring the Noise,1987,"Carlton Ridenhour, Charlie Benante, Daniel Alan Spitz, Eric Sadler, Frank Joseph Bello, Hank Shocklee, Joseph Bellardini, Scott Ian Rosenfeld
",1p50Ir1Hm6Sa1urjaLGi7L,58,0.601,0.831,2,-8.582,1,0.17,0.00086,0.0,0.102,0.296,120.962,audio_features,1p50Ir1Hm6Sa1urjaLGi7L,spotify:track:1p50Ir1Hm6Sa1urjaLGi7L,https://api.spotify.com/v1/tracks/1p50Ir1Hm6Sa1urjaLGi7L,https://api.spotify.com/v1/audio-analysis/1p50Ir1Hm6Sa1urjaLGi7L,211787,4
104,Elvis Costello,Alison,1977,Elvis Costello,1v98rfd0an913AzHvMNG8a,63,0.557,0.32,1,-10.792,0,0.0438,0.739,3.99e-05,0.112,0.377,176.647,audio_features,1v98rfd0an913AzHvMNG8a,spotify:track:1v98rfd0an913AzHvMNG8a,https://api.spotify.com/v1/tracks/1v98rfd0an913AzHvMNG8a,https://api.spotify.com/v1/audio-analysis/1v98rfd0an913AzHvMNG8a,204533,4
105,Afrika Bambaataa and the Soulsonic Force,Planet Rock,1982,"Arthur Baker, Afrika Bambaataa, Ellis Williams, John Robie, John Miller, Robert Allen, The Soulsonic Force",17jDZ1t8t10QzqBiTH7HPO,30,0.628,0.865,7,-7.79,1,0.0416,0.000148,0.292,0.199,0.447,126.809,audio_features,17jDZ1t8t10QzqBiTH7HPO,spotify:track:17jDZ1t8t10QzqBiTH7HPO,https://api.spotify.com/v1/tracks/17jDZ1t8t10QzqBiTH7HPO,https://api.spotify.com/v1/audio-analysis/17jDZ1t8t10QzqBiTH7HPO,467293,4
106,Jeff Buckley,Grace,1994,"Gary Lucas, Jeff Buckley",64SIlhd3BaHCCMSfajXG7l,60,0.546,0.867,11,-4.235,0,0.0354,0.0256,0.000229,0.221,0.189,127.988,audio_features,64SIlhd3BaHCCMSfajXG7l,spotify:track:64SIlhd3BaHCCMSfajXG7l,https://api.spotify.com/v1/tracks/64SIlhd3BaHCCMSfajXG7l,https://api.spotify.com/v1/audio-analysis/64SIlhd3BaHCCMSfajXG7l,322040,4
107,James Brown,Say It Loud (I’m Black and I’m Proud),1968,"Alfred Ellis, James Brown",5h8ve1B7Gr3k4W0WXAgLxE,46,0.85,0.66,3,-6.323,1,0.193,0.386,0.00235,0.0449,0.926,115.076,audio_features,5h8ve1B7Gr3k4W0WXAgLxE,spotify:track:5h8ve1B7Gr3k4W0WXAgLxE,https://api.spotify.com/v1/tracks/5h8ve1B7Gr3k4W0WXAgLxE,https://api.spotify.com/v1/audio-analysis/5h8ve1B7Gr3k4W0WXAgLxE,167187,4
108,Coldplay,Fix You,2005,"Chris Martin, Guy Berryman, Jonny Buckland, Will Champion",7LVHVU3tWfcxj5aiPFEW4Q,84,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,audio_features,7LVHVU3tWfcxj5aiPFEW4Q,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/tracks/7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/audio-analysis/7LVHVU3tWfcxj5aiPFEW4Q,295533,4
