,Artist,Title,Year,Writers,Spotify id,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
123,The Cure,Pictures of You,1989,"Boris Williams, Lol Tolhurst, Porl Thompson, Robert Smith, Roger O’Donnell, Simon Gallup",1tuwC1Ob5vnYZhvg3zyzJg,58,0.484,0.776,9,-6.48,1,0.0312,0.00371,0.109,0.131,0.495,171.935,audio_features,1tuwC1Ob5vnYZhvg3zyzJg,spotify:track:1tuwC1Ob5vnYZhvg3zyzJg,https://api.spotify.com/v1/tracks/1tuwC1Ob5vnYZhvg3zyzJg,https://api.spotify.com/v1/audio-analysis/1tuwC1Ob5vnYZhvg3zyzJg,448467,4
124,Merle Haggard,Mama Tried,1968,Merle Haggard,6h3YJ05BovN1Pgk145J3r9,62,0.738,0.538,2,-10.118,1,0.0374,0.719,1.35e-05,0.0653,0.81,97.487,audio_features,6h3YJ05BovN1Pgk145J3r9,spotify:track:6h3YJ05BovN1Pgk145J3r9,https://api.spotify.com/v1/tracks/6h3YJ05BovN1Pgk145J3r9,https://api.spotify.com/v1/audio-analysis/6h3YJ05BovN1Pgk145J3r9,134453,4
125,The Drifters,Up on the Roof,1964,"Carole King, Gerry Goffin",7cNRqg0lbiqBaGeOlA4AEU,58,0.693,0.29,8,-17.501,1,0.0334,0.706,1.49e-05,0.137,0.92,121.795,audio_features,7cNRqg0lbiqBaGeOlA4AEU,spotify:track:7cNRqg0lbiqBaGeOlA4AEU,https://api.spotify.com/v1/tracks/7cNRqg0lbiqBaGeOlA4AEU,https://api.spotify.com/v1/audio-analysis/7cNRqg0lbiqBaGeOlA4AEU,157173,4
126,William DeVaughn,Be Thankful for What You Got,1974,William DeVaughn,5g2sPpVq3hdk9ZuMfABrts,57,0.778,0.481,6,-13.136,0,0.0553,0.00341,0.0103,0.105,0.878,107.183,audio_features,5g2sPpVq3hdk9ZuMfABrts,spotify:track:5g2sPpVq3hdk9ZuMfABrts,https://api.spotify.com/v1/tracks/5g2sPpVq3hdk9ZuMfABrts,https://api.spotify.com/v1/audio-analysis/5g2sPpVq3hdk9ZuMfABrts,221733,4
127,Drake,Hotline Bling,2015,"Aubrey Graham, Paul Jefferies, Timmy Thomas",0wwPcA6wtMf6HUMpIRdeP7,80,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,audio_features,0wwPcA6wtMf6HUMpIRdeP7,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,https://api.spotify.com/v1/tracks/0wwPcA6wtMf6HUMpIRdeP7,https://api.spotify.com/v1/audio-analysis/0wwPcA6wtMf6HUMpIRdeP7,267067,4
128,Bonnie Raitt,I Can't Make You Love Me,1991,"Michael Reid, Allen Shamblin
",69uJi5QsBtqlYkGURTBli8,70,0.588,0.149,7,-16.728,0,0.0319,0.846,9.65e-05,0.236,0.113,124.689,audio_features,69uJi5QsBtqlYkGURTBli8,spotify:track:69uJi5QsBtqlYkGURTBli8,https://api.spotify.com/v1/tracks/69uJi5QsBtqlYkGURTBli8,https://api.spotify.com/v1/audio-analysis/69uJi5QsBtqlYkGURTBli8,332960,4
129,Elton John,Bennie and the Jets,1973,"Bernie Taupin, Elton John 
",5Wj1rJnCLpMHdLaxsFtJLs,75,0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642,audio_features,5Wj1rJnCLpMHdLaxsFtJLs,spotify:track:5Wj1rJnCLpMHdLaxsFtJLs,https://api.spotify.com/v1/tracks/5Wj1rJnCLpMHdLaxsFtJLs,https://api.spotify.com/v1/audio-analysis/5Wj1rJnCLpMHdLaxsFtJLs,322549,4
130,Buddy Holly,Peggy Sue,1958,"Buddy Holly, Jerry Allison, Norman Petty ",2OARIMw1hpehr86Iwmv04c,63,0.676,0.424,9,-8.132,1,0.0329,0.947,0.000494,0.119,0.493,148.373,audio_features,2OARIMw1hpehr86Iwmv04c,spotify:track:2OARIMw1hpehr86Iwmv04c,https://api.spotify.com/v1/tracks/2OARIMw1hpehr86Iwmv04c,https://api.spotify.com/v1/audio-analysis/2OARIMw1hpehr86Iwmv04c,150960,4
131,The Cars,Just What I Needed,1978,Ric Ocasek,4alHo6RGd0D3OUbTPExTHN,72,0.619,0.579,4,-9.307,1,0.0473,0.0152,6.4e-05,0.0858,0.69,127.224,audio_features,4alHo6RGd0D3OUbTPExTHN,spotify:track:4alHo6RGd0D3OUbTPExTHN,https://api.spotify.com/v1/tracks/4alHo6RGd0D3OUbTPExTHN,https://api.spotify.com/v1/audio-analysis/4alHo6RGd0D3OUbTPExTHN,225627,4
132,Soundgarden,Black Hole Sun,1994,Chris Cornell,2EoOZnxNgtmZaD8uUmz2nD,78,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,audio_features,2EoOZnxNgtmZaD8uUmz2nD,spotify:track:2EoOZnxNgtmZaD8uUmz2nD,https://api.spotify.com/v1/tracks/2EoOZnxNgtmZaD8uUmz2nD,https://api.spotify.com/v1/audio-analysis/2EoOZnxNgtmZaD8uUmz2nD,318587,4
133,Frank Ocean,Thinkin Bout You,2012,"Shea Taylor, Lonnie Breaux",7DfFc7a6Rwfi3YQMRbDMau,76,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,audio_features,7DfFc7a6Rwfi3YQMRbDMau,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,https://api.spotify.com/v1/tracks/7DfFc7a6Rwfi3YQMRbDMau,https://api.spotify.com/v1/audio-analysis/7DfFc7a6Rwfi3YQMRbDMau,200747,4
134,The Crystals,Da Doo Ron Ron,1963,"Ellie Greenwich, Jeff Barry, Phil Spector",0fonScmHUzC0MglSLn9saA,54,0.535,0.797,3,-7.533,1,0.0459,0.48,3.42e-05,0.141,0.613,148.835,audio_features,0fonScmHUzC0MglSLn9saA,spotify:track:0fonScmHUzC0MglSLn9saA,https://api.spotify.com/v1/tracks/0fonScmHUzC0MglSLn9saA,https://api.spotify.com/v1/audio-analysis/0fonScmHUzC0MglSLn9saA,140120,4
135,Sex Pistols,God Save the Queen,1977,"Glen Matlock, Johnny Rotten, Paul Thomas Cook, Stephen Philip Jones",6ui6l3ZNvlrGQZArwo8195,53,0.274,0.908,9,-5.419,1,0.0691,0.00103,0.00219,0.154,0.483,148.246,audio_features,6ui6l3ZNvlrGQZArwo8195,spotify:track:6ui6l3ZNvlrGQZArwo8195,https://api.spotify.com/v1/tracks/6ui6l3ZNvlrGQZArwo8195,https://api.spotify.com/v1/audio-analysis/6ui6l3ZNvlrGQZArwo8195,200080,4
136,The Grateful Dead,Box of Rain,1970,"Phil Lesh, Robert Hunter 
",7x2xjJV3YAPeLQJ7u3Kjet,56,0.52,0.49,2,-12.828,1,0.0286,0.413,0.0,0.121,0.76,117.755,audio_features,7x2xjJV3YAPeLQJ7u3Kjet,spotify:track:7x2xjJV3YAPeLQJ7u3Kjet,https://api.spotify.com/v1/tracks/7x2xjJV3YAPeLQJ7u3Kjet,https://api.spotify.com/v1/audio-analysis/7x2xjJV3YAPeLQJ7u3Kjet,318929,4
137,Bob Marley and the Wailers,Could You Be Loved,1980,Bob Marley,5O4erNlJ74PIF6kGol1ZrC,78,0.916,0.72,0,-8.548,1,0.1,0.36,0.00016,0.0958,0.76,103.312,audio_features,5O4erNlJ74PIF6kGol1ZrC,spotify:track:5O4erNlJ74PIF6kGol1ZrC,https://api.spotify.com/v1/tracks/5O4erNlJ74PIF6kGol1ZrC,https://api.spotify.com/v1/audio-analysis/5O4erNlJ74PIF6kGol1ZrC,237000,4
138,Kacey Musgraves,Merry Go 'Round,2013,"Kacey Musgraves, Luke Laird, Shane McAnally",5UDqWOgDdixYMAgAyNbpgh,63,0.651,0.466,6,-9.403,1,0.0305,0.541,0.0027,0.116,0.326,86.953,audio_features,5UDqWOgDdixYMAgAyNbpgh,spotify:track:5UDqWOgDdixYMAgAyNbpgh,https://api.spotify.com/v1/tracks/5UDqWOgDdixYMAgAyNbpgh,https://api.spotify.com/v1/audio-analysis/5UDqWOgDdixYMAgAyNbpgh,206893,4
139,Jimmy Cliff,The Harder They Come,1972,"Jimmy Cliff
",2XIr0KTybGQsC1SFfeaZhI,63,0.679,0.575,1,-8.037,1,0.0715,0.634,0.0,0.165,0.79,102.588,audio_features,2XIr0KTybGQsC1SFfeaZhI,spotify:track:2XIr0KTybGQsC1SFfeaZhI,https://api.spotify.com/v1/tracks/2XIr0KTybGQsC1SFfeaZhI,https://api.spotify.com/v1/audio-analysis/2XIr0KTybGQsC1SFfeaZhI,219907,4
140,Prince,Little Red Corvette,1982,Prince,4N1dFbXmRng8qJ3KdJrbLr,57,0.789,0.808,1,-6.176,1,0.0881,0.148,1.32e-05,0.84,0.803,123.011,audio_features,4N1dFbXmRng8qJ3KdJrbLr,spotify:track:4N1dFbXmRng8qJ3KdJrbLr,https://api.spotify.com/v1/tracks/4N1dFbXmRng8qJ3KdJrbLr,https://api.spotify.com/v1/audio-analysis/4N1dFbXmRng8qJ3KdJrbLr,188373,4
141,Fugees,Killing Me Softly With His Song,1996,"Norman Gamble, Charles Fox",0Q0IVlqMV64kNLlwjPj0Hl,78,0.765,0.29,4,-17.117,0,0.139,0.0279,0.0,0.571,0.506,92.409,audio_features,0Q0IVlqMV64kNLlwjPj0Hl,spotify:track:0Q0IVlqMV64kNLlwjPj0Hl,https://api.spotify.com/v1/tracks/0Q0IVlqMV64kNLlwjPj0Hl,https://api.spotify.com/v1/audio-analysis/0Q0IVlqMV64kNLlwjPj0Hl,298773,4
142,Patti Smith,Because the Night,1978,"Patti Smith, Bruce Springsteen",0lIoY4ZQsdn5QzhraM9o9u,71,0.466,0.763,11,-7.748,0,0.0391,0.0542,0.0,0.119,0.473,123.539,audio_features,0lIoY4ZQsdn5QzhraM9o9u,spotify:track:0lIoY4ZQsdn5QzhraM9o9u,https://api.spotify.com/v1/tracks/0lIoY4ZQsdn5QzhraM9o9u,https://api.spotify.com/v1/audio-analysis/0lIoY4ZQsdn5QzhraM9o9u,204800,4
143,Taylor Swift,Blank Space,2014,"Taylor Swift, Karl Sandberg, Karl Schuster",1p80LdxRV74UKvL8gnD7ky,76,0.752,0.678,5,-5.421,1,0.0646,0.085,1.64e-06,0.13,0.583,96.009,audio_features,1p80LdxRV74UKvL8gnD7ky,spotify:track:1p80LdxRV74UKvL8gnD7ky,https://api.spotify.com/v1/tracks/1p80LdxRV74UKvL8gnD7ky,https://api.spotify.com/v1/audio-analysis/1p80LdxRV74UKvL8gnD7ky,231827,4
144,Cheap Trick,Surrender,1978,Rick Nielsen,2ccUQnjjNWT0rsNnsBpsCA,70,0.524,0.955,0,-7.081,1,0.0411,0.00717,8.77e-06,0.659,0.869,133.849,audio_features,2ccUQnjjNWT0rsNnsBpsCA,spotify:track:2ccUQnjjNWT0rsNnsBpsCA,https://api.spotify.com/v1/tracks/2ccUQnjjNWT0rsNnsBpsCA,https://api.spotify.com/v1/audio-analysis/2ccUQnjjNWT0rsNnsBpsCA,253733,4
145,Thelma Houston,Don't Leave Me This Way,1976,"Cary Gilbert, Kenneth Gamble, Leon Huff",2rBBhFXtuMoGuwYTSDpAdF,57,0.553,0.839,0,-5.844,0,0.116,0.153,6e-05,0.13,0.673,121.819,audio_features,2rBBhFXtuMoGuwYTSDpAdF,spotify:track:2rBBhFXtuMoGuwYTSDpAdF,https://api.spotify.com/v1/tracks/2rBBhFXtuMoGuwYTSDpAdF,https://api.spotify.com/v1/audio-analysis/2rBBhFXtuMoGuwYTSDpAdF,217733,4
146,Michael Jackson,Rock With You,1979,Rod Temperton,7oOOI85fVQvVnK5ynNMdW7,77,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,audio_features,7oOOI85fVQvVnK5ynNMdW7,spotify:track:7oOOI85fVQvVnK5ynNMdW7,https://api.spotify.com/v1/tracks/7oOOI85fVQvVnK5ynNMdW7,https://api.spotify.com/v1/audio-analysis/7oOOI85fVQvVnK5ynNMdW7,220627,4
147,Eurythmics,Sweet Dreams (Are Made of This),1983,"Annie Lennox, Dave Stewart",1TfqLAPs4K3s2rJMoCokcS,83,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,audio_features,1TfqLAPs4K3s2rJMoCokcS,spotify:track:1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/tracks/1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/audio-analysis/1TfqLAPs4K3s2rJMoCokcS,216933,4
148,Ice Cube,It Was a Good Day,1992,O'Shea Jackson,2qOm7ukLyHUXWyR4ZWLwxA,82,0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,audio_features,2qOm7ukLyHUXWyR4ZWLwxA,spotify:track:2qOm7ukLyHUXWyR4ZWLwxA,https://api.spotify.com/v1/tracks/2qOm7ukLyHUXWyR4ZWLwxA,https://api.spotify.com/v1/audio-analysis/2qOm7ukLyHUXWyR4ZWLwxA,260000,4
149,Jorge Ben,Ponta de Lança Africano (Umbabarauma),1976,Jorge Ben,0jayFuH5lbwOOVeJnwDgGf,22,0.668,0.771,2,-11.569,1,0.11,0.214,0.0,0.26,0.83,96.711,audio_features,0jayFuH5lbwOOVeJnwDgGf,spotify:track:0jayFuH5lbwOOVeJnwDgGf,https://api.spotify.com/v1/tracks/0jayFuH5lbwOOVeJnwDgGf,https://api.spotify.com/v1/audio-analysis/0jayFuH5lbwOOVeJnwDgGf,232467,4
150,John Prine,Angel From Montgomery,1971,John Prine,2qWKpYIleSvBT6aUMXoia5,60,0.617,0.421,0,-14.231,1,0.0318,0.541,0.00227,0.125,0.39,131.653,audio_features,2qWKpYIleSvBT6aUMXoia5,spotify:track:2qWKpYIleSvBT6aUMXoia5,https://api.spotify.com/v1/tracks/2qWKpYIleSvBT6aUMXoia5,https://api.spotify.com/v1/audio-analysis/2qWKpYIleSvBT6aUMXoia5,224186,4
151,The Zombies,Time of the Season,1968,Rod Argent,5AJrhrwz4oSZX2PwwV4qrN,69,0.537,0.7,4,-6.852,0,0.0366,0.142,1.58e-06,0.383,0.695,117.111,audio_features,5AJrhrwz4oSZX2PwwV4qrN,spotify:track:5AJrhrwz4oSZX2PwwV4qrN,https://api.spotify.com/v1/tracks/5AJrhrwz4oSZX2PwwV4qrN,https://api.spotify.com/v1/audio-analysis/5AJrhrwz4oSZX2PwwV4qrN,214027,4
152,Roxy Music,Virginia Plain,1972,Bryan Ferry,5ZgNecJcN9SSopnmCTlpXs,54,0.588,0.708,6,-7.823,1,0.0351,0.445,3.94e-05,0.293,0.579,131.197,audio_features,5ZgNecJcN9SSopnmCTlpXs,spotify:track:5ZgNecJcN9SSopnmCTlpXs,https://api.spotify.com/v1/tracks/5ZgNecJcN9SSopnmCTlpXs,https://api.spotify.com/v1/audio-analysis/5ZgNecJcN9SSopnmCTlpXs,178376,4
153,Elvis Presley,Heartbreak Hotel,1958,"Mae Boren Axton, Thomas Durden, Elvis Presley",6xNwKNYZcvgV3XTIwsgNio,62,0.696,0.21,4,-11.922,1,0.067,0.84,1.62e-06,0.107,0.717,93.543,audio_features,6xNwKNYZcvgV3XTIwsgNio,spotify:track:6xNwKNYZcvgV3XTIwsgNio,https://api.spotify.com/v1/tracks/6xNwKNYZcvgV3XTIwsgNio,https://api.spotify.com/v1/audio-analysis/6xNwKNYZcvgV3XTIwsgNio,127560,4
154,BTS,Dynamite,2020,"David Stewart, Jessica Agombar",5QDLhrAOJJdNAmCTJ8xMyW,89,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,audio_features,5QDLhrAOJJdNAmCTJ8xMyW,spotify:track:5QDLhrAOJJdNAmCTJ8xMyW,https://api.spotify.com/v1/tracks/5QDLhrAOJJdNAmCTJ8xMyW,https://api.spotify.com/v1/audio-analysis/5QDLhrAOJJdNAmCTJ8xMyW,199054,4
155,Carole King,It’s Too Late,1971,"Carole King, Toni Stern",2GUEXn64HZhMo6sdzjLPdg,28,0.477,0.833,9,-5.008,0,0.0321,0.567,0.000922,0.965,0.429,96.492,audio_features,2GUEXn64HZhMo6sdzjLPdg,spotify:track:2GUEXn64HZhMo6sdzjLPdg,https://api.spotify.com/v1/tracks/2GUEXn64HZhMo6sdzjLPdg,https://api.spotify.com/v1/audio-analysis/2GUEXn64HZhMo6sdzjLPdg,299040,4
156,Black Sabbath,Iron Man,1971,"Bill Ward, Geezer Butler, Ozzy Osbourne, Tony Iommi",3IOQZRcEkplCXg6LofKqE9,67,0.336,0.792,9,-10.875,1,0.084,0.00351,0.00175,0.0437,0.427,155.587,audio_features,3IOQZRcEkplCXg6LofKqE9,spotify:track:3IOQZRcEkplCXg6LofKqE9,https://api.spotify.com/v1/tracks/3IOQZRcEkplCXg6LofKqE9,https://api.spotify.com/v1/audio-analysis/3IOQZRcEkplCXg6LofKqE9,355304,4
157,The Doobie Brothers,What a Fool Believes,1979,"Kenny Loggins, Michael McDonald",2yBVeksU2EtrPJbTu4ZslK,72,0.758,0.378,8,-15.308,0,0.0449,0.284,0.0,0.049,0.985,120.736,audio_features,2yBVeksU2EtrPJbTu4ZslK,spotify:track:2yBVeksU2EtrPJbTu4ZslK,https://api.spotify.com/v1/tracks/2yBVeksU2EtrPJbTu4ZslK,https://api.spotify.com/v1/audio-analysis/2yBVeksU2EtrPJbTu4ZslK,223867,4
158,Chuck Berry,Promised Land,1964,Chuck Berry,2lDArps4owX3Q6rOIA4Osp,48,0.477,0.895,0,-6.63,1,0.0586,0.723,0.0,0.791,0.963,167.201,audio_features,2lDArps4owX3Q6rOIA4Osp,spotify:track:2lDArps4owX3Q6rOIA4Osp,https://api.spotify.com/v1/tracks/2lDArps4owX3Q6rOIA4Osp,https://api.spotify.com/v1/audio-analysis/2lDArps4owX3Q6rOIA4Osp,143307,4
159,The Monkees,I'm a Believer,1966,Neil Diamond,3G7tRC24Uh09Hmp1KZ7LQ2,75,0.526,0.775,0,-6.05,1,0.0352,0.707,2.05e-05,0.217,0.962,80.106,audio_features,3G7tRC24Uh09Hmp1KZ7LQ2,spotify:track:3G7tRC24Uh09Hmp1KZ7LQ2,https://api.spotify.com/v1/tracks/3G7tRC24Uh09Hmp1KZ7LQ2,https://api.spotify.com/v1/audio-analysis/3G7tRC24Uh09Hmp1KZ7LQ2,167373,4
160,The Clash,(White Man) in Hammersmith Palais,1978,"Mick Jones, Joe Strummer",45xBWOa6oEAk1WlVyr5QAB,47,0.692,0.694,9,-6.398,1,0.0369,0.132,5.88e-06,0.0855,0.832,102.769,audio_features,45xBWOa6oEAk1WlVyr5QAB,spotify:track:45xBWOa6oEAk1WlVyr5QAB,https://api.spotify.com/v1/tracks/45xBWOa6oEAk1WlVyr5QAB,https://api.spotify.com/v1/audio-analysis/45xBWOa6oEAk1WlVyr5QAB,240560,4
161,Prince,1999,1982,Prince,2QSUyofqpGDCo026OPiTBQ,61,0.864,0.826,10,-5.496,1,0.0814,0.23,2.36e-06,0.0663,0.596,118.955,audio_features,2QSUyofqpGDCo026OPiTBQ,spotify:track:2QSUyofqpGDCo026OPiTBQ,https://api.spotify.com/v1/tracks/2QSUyofqpGDCo026OPiTBQ,https://api.spotify.com/v1/audio-analysis/2QSUyofqpGDCo026OPiTBQ,373747,4
162,Black Sabbath,Paranoid,1970,"Geezer Butler, Tony Iommi, Ozzy Osbourne, William Ward",1Y373MqadDRtclJNdnUXVc,72,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,audio_features,1Y373MqadDRtclJNdnUXVc,spotify:track:1Y373MqadDRtclJNdnUXVc,https://api.spotify.com/v1/tracks/1Y373MqadDRtclJNdnUXVc,https://api.spotify.com/v1/audio-analysis/1Y373MqadDRtclJNdnUXVc,168406,4
163,Cher,Believe,1998," Brian Higgins, Stuart McLennen, Paul Barry, Steven Torch, Matthew Gray, Timothy Powell, Cher",2goLsvvODILDzeeiT4dAoR,79,0.652,0.917,6,-6.72,1,0.0548,0.0082,0.0,0.0509,0.459,132.975,audio_features,2goLsvvODILDzeeiT4dAoR,spotify:track:2goLsvvODILDzeeiT4dAoR,https://api.spotify.com/v1/tracks/2goLsvvODILDzeeiT4dAoR,https://api.spotify.com/v1/audio-analysis/2goLsvvODILDzeeiT4dAoR,239027,4
164,Hall and Oates,She’s Gone,1973,"Daryl Hall, John Oates",5dFoWIiJ2814hRwMYDcFiU,67,0.523,0.341,4,-14.034,1,0.0388,0.313,0.000114,0.621,0.355,77.487,audio_features,5dFoWIiJ2814hRwMYDcFiU,spotify:track:5dFoWIiJ2814hRwMYDcFiU,https://api.spotify.com/v1/tracks/5dFoWIiJ2814hRwMYDcFiU,https://api.spotify.com/v1/audio-analysis/5dFoWIiJ2814hRwMYDcFiU,313373,4
165,Marshall Jefferson,Move Your Body (The House Music Anthem),1986,Marshall Jefferson,4i4AoHBihItGxF4hdI7UNy,30,0.697,0.847,4,-4.614,0,0.0336,0.00674,0.000521,0.0563,0.532,127.008,audio_features,4i4AoHBihItGxF4hdI7UNy,spotify:track:4i4AoHBihItGxF4hdI7UNy,https://api.spotify.com/v1/tracks/4i4AoHBihItGxF4hdI7UNy,https://api.spotify.com/v1/audio-analysis/4i4AoHBihItGxF4hdI7UNy,217614,4
166,The Grateful Dead,Ripple,1970,"Jerry Garcia, Robert Hunter",1OE5l6sedVcIFELMuxQOPI,61,0.604,0.411,7,-14.258,1,0.034,0.427,5.74e-05,0.602,0.675,126.637,audio_features,1OE5l6sedVcIFELMuxQOPI,spotify:track:1OE5l6sedVcIFELMuxQOPI,https://api.spotify.com/v1/tracks/1OE5l6sedVcIFELMuxQOPI,https://api.spotify.com/v1/audio-analysis/1OE5l6sedVcIFELMuxQOPI,249734,4
167,The Temptations,Papa Was a Rollin' Stone,1972,"Norman Whitfield, Barrett Strong",7MiLmLbwNoyf47xQ4TCVYp,67,0.817,0.405,10,-13.513,0,0.0811,0.451,0.0507,0.0468,0.898,121.467,audio_features,7MiLmLbwNoyf47xQ4TCVYp,spotify:track:7MiLmLbwNoyf47xQ4TCVYp,https://api.spotify.com/v1/tracks/7MiLmLbwNoyf47xQ4TCVYp,https://api.spotify.com/v1/audio-analysis/7MiLmLbwNoyf47xQ4TCVYp,419640,4
168,Rihanna feat. Jay-Z,Umbrella,2007,"Christopher Stewart, Terius Nash, Kuk Harrell, Shawn Carter",113v1MA9MTShy98uCz37nO,62,0.596,0.823,1,-4.586,1,0.134,0.0115,0.0,0.0658,0.619,174.056,audio_features,113v1MA9MTShy98uCz37nO,spotify:track:113v1MA9MTShy98uCz37nO,https://api.spotify.com/v1/tracks/113v1MA9MTShy98uCz37nO,https://api.spotify.com/v1/audio-analysis/113v1MA9MTShy98uCz37nO,257053,4
169,The Marvelettes,Please Mr. Postman,1961,"Georgia Dobbins, William Garrett, Freddie Gorman, Brian Holland, Robert Bateman",6jX5mso4x00c1EiNMrTU9U,67,0.785,0.776,2,-5.259,1,0.0312,0.729,0.0,0.181,0.967,121.505,audio_features,6jX5mso4x00c1EiNMrTU9U,spotify:track:6jX5mso4x00c1EiNMrTU9U,https://api.spotify.com/v1/tracks/6jX5mso4x00c1EiNMrTU9U,https://api.spotify.com/v1/audio-analysis/6jX5mso4x00c1EiNMrTU9U,148040,4
170,The Notorious B.I.G.,Big Poppa,1994,"Christopher Wallace, Rudolph Isley, O'Kelly Isley, Ronald Isley, Ernest Isley, Marvin Isley, Chris Jasper",2g8HN35AnVGIk7B8yMucww,80,0.78,0.575,9,-7.247,0,0.273,0.43,0.0,0.143,0.773,84.492,audio_features,2g8HN35AnVGIk7B8yMucww,spotify:track:2g8HN35AnVGIk7B8yMucww,https://api.spotify.com/v1/tracks/2g8HN35AnVGIk7B8yMucww,https://api.spotify.com/v1/audio-analysis/2g8HN35AnVGIk7B8yMucww,252747,4
171,Bad Bunny,Safaera,2020,"Sly Dunbar, Benito Martínez, Lloyd Willis, Jose Cruz, Freddy Montalvo Alicia, Melissa Elliott, Timothy Mosley, Bob Marley, Ormani Perez, Shaun Pizzonia, Richard Lied, Felix Rodriguez, Marco Masis, Joel Munoz, Randy Ortiz, Edwin Rosa",2DEZmgHKAvm41k4J3R2E9Y,82,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,audio_features,2DEZmgHKAvm41k4J3R2E9Y,spotify:track:2DEZmgHKAvm41k4J3R2E9Y,https://api.spotify.com/v1/tracks/2DEZmgHKAvm41k4J3R2E9Y,https://api.spotify.com/v1/audio-analysis/2DEZmgHKAvm41k4J3R2E9Y,295177,4
172,Red Hot Chili Peppers,Under the Bridge,1991,"Anthony Kiedis, Flea, John Frusciante, Chad Smith",3d9DChrdc6BOeFsbrZ3Is0,83,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,audio_features,3d9DChrdc6BOeFsbrZ3Is0,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/tracks/3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/audio-analysis/3d9DChrdc6BOeFsbrZ3Is0,264307,4
173,Mary J. Blige,Real Love,1992,"Mark Rooney, Mark Morales",3XG801WWhqC753dekEBkMt,65,0.769,0.781,0,-5.472,1,0.0797,0.119,0.000371,0.0506,0.826,95.02,audio_features,3XG801WWhqC753dekEBkMt,spotify:track:3XG801WWhqC753dekEBkMt,https://api.spotify.com/v1/tracks/3XG801WWhqC753dekEBkMt,https://api.spotify.com/v1/audio-analysis/3XG801WWhqC753dekEBkMt,269973,4
174,Rilo Kiley,Portions for Foxes,2004,"Jenny Lewis, Blake Sennett",4yY8JqTOQyi7K4O1QcQtBG,54,0.474,0.807,2,-3.635,1,0.035,0.000938,0.0121,0.154,0.302,138.913,audio_features,4yY8JqTOQyi7K4O1QcQtBG,spotify:track:4yY8JqTOQyi7K4O1QcQtBG,https://api.spotify.com/v1/tracks/4yY8JqTOQyi7K4O1QcQtBG,https://api.spotify.com/v1/audio-analysis/4yY8JqTOQyi7K4O1QcQtBG,284640,4
175,Iggy Pop,Lust for Life,1977,"David Bowie, Iggy Pop",21YxK0klhpfLW8budkJaMF,67,0.383,0.97,9,-5.638,1,0.0435,0.0276,0.0,0.0942,0.62,101.603,audio_features,21YxK0klhpfLW8budkJaMF,spotify:track:21YxK0klhpfLW8budkJaMF,https://api.spotify.com/v1/tracks/21YxK0klhpfLW8budkJaMF,https://api.spotify.com/v1/audio-analysis/21YxK0klhpfLW8budkJaMF,313926,4
176,Billy Joel,Scenes From an Italian Restaurant,1977,Billy Joel,3utq2FgD1pkmIoaWfjXWAU,62,0.415,0.931,5,-4.988,1,0.126,0.407,0.000501,0.114,0.339,97.953,audio_features,3utq2FgD1pkmIoaWfjXWAU,spotify:track:3utq2FgD1pkmIoaWfjXWAU,https://api.spotify.com/v1/tracks/3utq2FgD1pkmIoaWfjXWAU,https://api.spotify.com/v1/audio-analysis/3utq2FgD1pkmIoaWfjXWAU,456893,4
177,Everly Brothers,All I Have to Do Is Dream,1958,"Boudleaux Bryant, Felice Bryant",7dblNGnRXEBrVJunazs2U5,68,0.534,0.462,4,-8.172,1,0.0266,0.839,0.0,0.129,0.534,96.195,audio_features,7dblNGnRXEBrVJunazs2U5,spotify:track:7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/tracks/7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/audio-analysis/7dblNGnRXEBrVJunazs2U5,143333,4
